fecha,mes,anio,servicio,tipo_pago,afluencia
2022-10-24,Octubre,2022,Expdirecto,Gratuidad,699
2022-10-24,Octubre,2022,Expreso,Boleto,102881
2022-10-24,Octubre,2022,Expreso,Prepago,5736
2022-10-24,Octubre,2022,Expreso,Gratuidad,21519
2022-10-24,Octubre,2022,Nochebús,Boleto,545
2022-10-24,Octubre,2022,Nochebús,Prepago,1
2022-10-24,Octubre,2022,Nochebús,Gratuidad,42
2022-10-24,Octubre,2022,Ordinario,Boleto,75587
2022-10-24,Octubre,2022,Ordinario,Prepago,803
2022-10-24,Octubre,2022,Ordinario,Gratuidad,15759
2022-10-24,Octubre,2022,S/Metro,Boleto,146502
2022-10-24,Octubre,2022,S/Metro,Prepago,27694
2022-10-24,Octubre,2022,S/Metro,Gratuidad,30626
2022-10-25,Octubre,2022,Servicios Temporales,Boleto,7276
2022-10-25,Octubre,2022,Servicios Temporales,Prepago,14
2022-10-25,Octubre,2022,Servicios Temporales,Gratuidad,1256
2022-10-25,Octubre,2022,Atenea,Boleto,11038
2022-10-25,Octubre,2022,Atenea,Prepago,0
2022-10-25,Octubre,2022,Atenea,Gratuidad,2298
2022-10-25,Octubre,2022,Ecoatenea,Boleto,647
2022-10-25,Octubre,2022,Ecoatenea,Prepago,84
2022-10-25,Octubre,2022,Ecoatenea,Gratuidad,136
2022-10-25,Octubre,2022,Ecobús,Boleto,32237
2022-10-25,Octubre,2022,Ecobús,Prepago,2253
2022-10-25,Octubre,2022,Ecobús,Gratuidad,6735
2022-10-25,Octubre,2022,Expdirecto,Boleto,3447
2022-10-25,Octubre,2022,Expdirecto,Prepago,689
2022-10-25,Octubre,2022,Expdirecto,Gratuidad,722
2022-10-25,Octubre,2022,Expreso,Boleto,103781
2022-10-25,Octubre,2022,Expreso,Prepago,5975
2022-10-25,Octubre,2022,Expreso,Gratuidad,21952
2022-10-25,Octubre,2022,Nochebús,Boleto,634
2022-10-25,Octubre,2022,Nochebús,Prepago,9
2022-10-25,Octubre,2022,Nochebús,Gratuidad,49
2022-10-25,Octubre,2022,Ordinario,Boleto,74424
2022-10-25,Octubre,2022,Ordinario,Prepago,822
2022-10-25,Octubre,2022,Ordinario,Gratuidad,15505
2022-10-25,Octubre,2022,S/Metro,Boleto,134969
2022-10-25,Octubre,2022,S/Metro,Prepago,27028
2022-10-25,Octubre,2022,S/Metro,Gratuidad,28230
2022-10-26,Octubre,2022,Servicios Temporales,Boleto,7814
2022-10-26,Octubre,2022,Servicios Temporales,Prepago,10
2022-10-26,Octubre,2022,Servicios Temporales,Gratuidad,1207
2022-10-26,Octubre,2022,Atenea,Boleto,11502
2022-10-26,Octubre,2022,Atenea,Prepago,0
2022-10-26,Octubre,2022,Atenea,Gratuidad,2395
2022-10-26,Octubre,2022,Ecoatenea,Boleto,174
2022-10-26,Octubre,2022,Ecoatenea,Prepago,21
2022-10-26,Octubre,2022,Ecoatenea,Gratuidad,36
2022-10-26,Octubre,2022,Ecobús,Boleto,31561
2022-10-26,Octubre,2022,Ecobús,Prepago,2681
2022-10-26,Octubre,2022,Ecobús,Gratuidad,6597
2022-10-26,Octubre,2022,Expdirecto,Boleto,3388
2022-10-26,Octubre,2022,Expdirecto,Prepago,716
2022-10-26,Octubre,2022,Expdirecto,Gratuidad,712
2022-10-26,Octubre,2022,Expreso,Boleto,101878
2022-10-26,Octubre,2022,Expreso,Prepago,6521
2022-10-26,Octubre,2022,Expreso,Gratuidad,21730
2022-10-26,Octubre,2022,Nochebús,Boleto,687
2022-10-26,Octubre,2022,Nochebús,Prepago,4
2022-10-26,Octubre,2022,Nochebús,Gratuidad,53
2022-10-26,Octubre,2022,Ordinario,Boleto,75414
2022-10-26,Octubre,2022,Ordinario,Prepago,915
2022-10-26,Octubre,2022,Ordinario,Gratuidad,15719
2022-10-26,Octubre,2022,S/Metro,Boleto,139474
2022-10-26,Octubre,2022,S/Metro,Prepago,27410
2022-10-26,Octubre,2022,S/Metro,Gratuidad,29158
2022-10-27,Octubre,2022,Servicios Temporales,Boleto,7158
2022-10-27,Octubre,2022,Servicios Temporales,Prepago,13
2022-10-27,Octubre,2022,Servicios Temporales,Gratuidad,937
2022-10-27,Octubre,2022,Atenea,Boleto,11493
2022-10-27,Octubre,2022,Atenea,Prepago,41
2022-10-27,Octubre,2022,Atenea,Gratuidad,2393
2022-10-27,Octubre,2022,Ecoatenea,Boleto,526
2022-10-27,Octubre,2022,Ecoatenea,Prepago,89
2022-10-27,Octubre,2022,Ecoatenea,Gratuidad,109
2022-10-27,Octubre,2022,Ecobús,Boleto,32070
2022-10-27,Octubre,2022,Ecobús,Prepago,2613
2022-10-27,Octubre,2022,Ecobús,Gratuidad,6698
2022-10-27,Octubre,2022,Expdirecto,Boleto,3487
2022-10-27,Octubre,2022,Expdirecto,Prepago,688
2022-10-27,Octubre,2022,Expdirecto,Gratuidad,729
2022-10-27,Octubre,2022,Expreso,Boleto,97594
2022-10-27,Octubre,2022,Expreso,Prepago,5504
2022-10-27,Octubre,2022,Expreso,Gratuidad,20920
2022-10-27,Octubre,2022,Nochebús,Boleto,885
2022-10-27,Octubre,2022,Nochebús,Prepago,15
2022-10-27,Octubre,2022,Nochebús,Gratuidad,67
2022-10-27,Octubre,2022,Ordinario,Boleto,72760
2022-10-27,Octubre,2022,Ordinario,Prepago,885
2022-10-27,Octubre,2022,Ordinario,Gratuidad,15158
2022-10-27,Octubre,2022,S/Metro,Boleto,139861
2022-10-27,Octubre,2022,S/Metro,Prepago,27468
2022-10-27,Octubre,2022,S/Metro,Gratuidad,29274
2022-10-28,Octubre,2022,Servicios Temporales,Boleto,8637
2022-10-28,Octubre,2022,Servicios Temporales,Prepago,138
2022-10-28,Octubre,2022,Servicios Temporales,Gratuidad,1132
2022-10-28,Octubre,2022,Atenea,Boleto,10432
2022-10-28,Octubre,2022,Atenea,Prepago,37
2022-10-28,Octubre,2022,Atenea,Gratuidad,2171
2022-10-28,Octubre,2022,Ecoatenea,Boleto,409
2022-10-28,Octubre,2022,Ecoatenea,Prepago,52
2022-10-28,Octubre,2022,Ecoatenea,Gratuidad,85
2022-10-28,Octubre,2022,Ecobús,Boleto,30427
2022-10-28,Octubre,2022,Ecobús,Prepago,1940
2022-10-28,Octubre,2022,Ecobús,Gratuidad,6356
2022-10-28,Octubre,2022,Expdirecto,Boleto,3141
2022-10-28,Octubre,2022,Expdirecto,Prepago,527
2022-10-28,Octubre,2022,Expdirecto,Gratuidad,655
2022-10-28,Octubre,2022,Expreso,Boleto,95389
2022-10-28,Octubre,2022,Expreso,Prepago,4790
2022-10-28,Octubre,2022,Expreso,Gratuidad,20587
2022-10-28,Octubre,2022,Nochebús,Boleto,1075
2022-10-28,Octubre,2022,Nochebús,Prepago,18
2022-10-28,Octubre,2022,Nochebús,Gratuidad,81
2022-10-28,Octubre,2022,Ordinario,Boleto,69708
2022-10-28,Octubre,2022,Ordinario,Prepago,841
2022-10-28,Octubre,2022,Ordinario,Gratuidad,14538
2022-10-28,Octubre,2022,S/Metro,Boleto,142926
2022-10-28,Octubre,2022,S/Metro,Prepago,25747
2022-10-28,Octubre,2022,S/Metro,Gratuidad,29889
2022-10-29,Octubre,2022,Servicios Temporales,Boleto,5455
2022-10-29,Octubre,2022,Servicios Temporales,Prepago,197
2022-10-29,Octubre,2022,Servicios Temporales,Gratuidad,680
2022-10-29,Octubre,2022,Atenea,Boleto,4268
2022-10-29,Octubre,2022,Atenea,Prepago,0
2022-10-29,Octubre,2022,Atenea,Gratuidad,889
2022-10-29,Octubre,2022,Ecoatenea,Boleto,0
2022-10-29,Octubre,2022,Ecoatenea,Prepago,0
2022-10-29,Octubre,2022,Ecoatenea,Gratuidad,0
2022-10-29,Octubre,2022,Ecobús,Boleto,21349
2022-10-29,Octubre,2022,Ecobús,Prepago,1477
2022-10-29,Octubre,2022,Ecobús,Gratuidad,4457
2022-10-29,Octubre,2022,Expdirecto,Boleto,984
2022-10-29,Octubre,2022,Expdirecto,Prepago,110
2022-10-29,Octubre,2022,Expdirecto,Gratuidad,205
2022-10-29,Octubre,2022,Expreso,Boleto,54634
2022-10-29,Octubre,2022,Expreso,Prepago,2355
2022-10-29,Octubre,2022,Expreso,Gratuidad,11871
2022-10-29,Octubre,2022,Nochebús,Boleto,1171
2022-10-29,Octubre,2022,Nochebús,Prepago,5
2022-10-29,Octubre,2022,Nochebús,Gratuidad,88
2022-10-29,Octubre,2022,Ordinario,Boleto,35612
2022-10-29,Octubre,2022,Ordinario,Prepago,247
2022-10-29,Octubre,2022,Ordinario,Gratuidad,7416
2022-10-29,Octubre,2022,S/Metro,Boleto,138831
2022-10-29,Octubre,2022,S/Metro,Prepago,21663
2022-10-29,Octubre,2022,S/Metro,Gratuidad,28971
2022-10-30,Octubre,2022,Servicios Temporales,Boleto,4263
2022-10-30,Octubre,2022,Servicios Temporales,Prepago,287
2022-10-30,Octubre,2022,Servicios Temporales,Gratuidad,608
2022-10-30,Octubre,2022,Atenea,Boleto,2368
2022-10-30,Octubre,2022,Atenea,Prepago,0
2022-10-30,Octubre,2022,Atenea,Gratuidad,493
2022-10-30,Octubre,2022,Ecoatenea,Boleto,0
2022-10-30,Octubre,2022,Ecoatenea,Prepago,0
2022-10-30,Octubre,2022,Ecoatenea,Gratuidad,0
2022-10-30,Octubre,2022,Ecobús,Boleto,14389
2022-10-30,Octubre,2022,Ecobús,Prepago,1015
2022-10-30,Octubre,2022,Ecobús,Gratuidad,3006
2022-10-30,Octubre,2022,Expdirecto,Boleto,0
2022-10-30,Octubre,2022,Expdirecto,Prepago,0
2022-10-30,Octubre,2022,Expdirecto,Gratuidad,0
2022-10-30,Octubre,2022,Expreso,Boleto,45839
2022-10-30,Octubre,2022,Expreso,Prepago,1734
2022-10-30,Octubre,2022,Expreso,Gratuidad,9867
2022-10-30,Octubre,2022,Nochebús,Boleto,1567
2022-10-30,Octubre,2022,Nochebús,Prepago,51
2022-10-30,Octubre,2022,Nochebús,Gratuidad,118
2022-10-30,Octubre,2022,Ordinario,Boleto,27377
2022-10-30,Octubre,2022,Ordinario,Prepago,233
2022-10-30,Octubre,2022,Ordinario,Gratuidad,5706
2022-10-30,Octubre,2022,S/Metro,Boleto,103461
2022-10-30,Octubre,2022,S/Metro,Prepago,13455
2022-10-30,Octubre,2022,S/Metro,Gratuidad,21594
2022-10-31,Octubre,2022,Servicios Temporales,Boleto,6788
2022-10-31,Octubre,2022,Servicios Temporales,Prepago,3
2022-10-31,Octubre,2022,Servicios Temporales,Gratuidad,874
2022-10-31,Octubre,2022,Atenea,Boleto,10549
2022-10-31,Octubre,2022,Atenea,Prepago,2
2022-10-31,Octubre,2022,Atenea,Gratuidad,2197
2022-10-31,Octubre,2022,Ecoatenea,Boleto,222
2022-10-31,Octubre,2022,Ecoatenea,Prepago,7
2022-10-31,Octubre,2022,Ecoatenea,Gratuidad,46
2022-10-31,Octubre,2022,Ecobús,Boleto,28392
2022-10-31,Octubre,2022,Ecobús,Prepago,1845
2022-10-31,Octubre,2022,Ecobús,Gratuidad,5935
2022-10-31,Octubre,2022,Expdirecto,Boleto,3259
2022-10-31,Octubre,2022,Expdirecto,Prepago,410
2022-10-31,Octubre,2022,Expdirecto,Gratuidad,682
2022-10-31,Octubre,2022,Expreso,Boleto,101705
2022-10-31,Octubre,2022,Expreso,Prepago,4630
2022-10-31,Octubre,2022,Expreso,Gratuidad,21799
2022-10-31,Octubre,2022,Nochebús,Boleto,806
2022-10-31,Octubre,2022,Nochebús,Prepago,6
2022-10-31,Octubre,2022,Nochebús,Gratuidad,61
2022-10-31,Octubre,2022,Ordinario,Boleto,67780
2022-10-31,Octubre,2022,Ordinario,Prepago,590
2022-10-31,Octubre,2022,Ordinario,Gratuidad,14132
2022-10-31,Octubre,2022,S/Metro,Boleto,145766
2022-10-31,Octubre,2022,S/Metro,Prepago,20413
2022-10-31,Octubre,2022,S/Metro,Gratuidad,30438
2022-11-01,Noviembre,2022,Servicios Temporales,Boleto,3282
2022-11-01,Noviembre,2022,Servicios Temporales,Prepago,0
2022-11-01,Noviembre,2022,Servicios Temporales,Gratuidad,795
2022-11-01,Noviembre,2022,Atenea,Boleto,9684
2022-11-01,Noviembre,2022,Atenea,Prepago,7
2022-11-01,Noviembre,2022,Atenea,Gratuidad,2346
2022-11-01,Noviembre,2022,Ecoatenea,Boleto,50
2022-11-01,Noviembre,2022,Ecoatenea,Prepago,6
2022-11-01,Noviembre,2022,Ecoatenea,Gratuidad,12
2022-11-01,Noviembre,2022,Ecobús,Boleto,26666
2022-11-01,Noviembre,2022,Ecobús,Prepago,1717
2022-11-01,Noviembre,2022,Ecobús,Gratuidad,6477
2022-11-01,Noviembre,2022,Expdirecto,Boleto,2932
2022-11-01,Noviembre,2022,Expdirecto,Prepago,470
2022-11-01,Noviembre,2022,Expdirecto,Gratuidad,711
2022-11-01,Noviembre,2022,Expreso,Boleto,89930
2022-11-01,Noviembre,2022,Expreso,Prepago,3952
2022-11-01,Noviembre,2022,Expreso,Gratuidad,21877
2022-11-01,Noviembre,2022,Nochebús,Boleto,799
2022-11-01,Noviembre,2022,Nochebús,Prepago,1
2022-11-01,Noviembre,2022,Nochebús,Gratuidad,60
2022-11-01,Noviembre,2022,Ordinario,Boleto,65594
2022-11-01,Noviembre,2022,Ordinario,Prepago,488
2022-11-01,Noviembre,2022,Ordinario,Gratuidad,15908
2022-11-01,Noviembre,2022,S/Metro,Boleto,129292
2022-11-01,Noviembre,2022,S/Metro,Prepago,18527
2022-11-01,Noviembre,2022,S/Metro,Gratuidad,31442
2022-11-02,Noviembre,2022,Servicios Temporales,Boleto,2906
2022-11-02,Noviembre,2022,Servicios Temporales,Prepago,11
2022-11-02,Noviembre,2022,Servicios Temporales,Gratuidad,704
2022-11-02,Noviembre,2022,Atenea,Boleto,6431
2022-11-02,Noviembre,2022,Atenea,Prepago,14
2022-11-02,Noviembre,2022,Atenea,Gratuidad,1558
2022-11-02,Noviembre,2022,Ecoatenea,Boleto,319
2022-11-02,Noviembre,2022,Ecoatenea,Prepago,45
2022-11-02,Noviembre,2022,Ecoatenea,Gratuidad,78
2022-11-02,Noviembre,2022,Ecobús,Boleto,21037
2022-11-02,Noviembre,2022,Ecobús,Prepago,1431
2022-11-02,Noviembre,2022,Ecobús,Gratuidad,5104
2022-11-02,Noviembre,2022,Expdirecto,Boleto,1253
2022-11-02,Noviembre,2022,Expdirecto,Prepago,214
2022-11-02,Noviembre,2022,Expdirecto,Gratuidad,304
2022-11-02,Noviembre,2022,Expreso,Boleto,67371
2022-11-02,Noviembre,2022,Expreso,Prepago,3050
2022-11-02,Noviembre,2022,Expreso,Gratuidad,16372
2022-11-02,Noviembre,2022,Nochebús,Boleto,1313
2022-11-02,Noviembre,2022,Nochebús,Prepago,0
2022-11-02,Noviembre,2022,Nochebús,Gratuidad,100
2022-11-02,Noviembre,2022,Ordinario,Boleto,53332
2022-11-02,Noviembre,2022,Ordinario,Prepago,398
2022-11-02,Noviembre,2022,Ordinario,Gratuidad,12926
2022-11-02,Noviembre,2022,S/Metro,Boleto,98376
2022-11-02,Noviembre,2022,S/Metro,Prepago,10680
2022-11-02,Noviembre,2022,S/Metro,Gratuidad,23886
2022-11-03,Noviembre,2022,Servicios Temporales,Boleto,3614
2022-11-03,Noviembre,2022,Servicios Temporales,Prepago,0
2022-11-03,Noviembre,2022,Servicios Temporales,Gratuidad,876
2022-11-03,Noviembre,2022,Atenea,Boleto,11037
2022-11-03,Noviembre,2022,Atenea,Prepago,34
2022-11-03,Noviembre,2022,Atenea,Gratuidad,2674
2022-11-03,Noviembre,2022,Ecoatenea,Boleto,349
2022-11-03,Noviembre,2022,Ecoatenea,Prepago,39
2022-11-03,Noviembre,2022,Ecoatenea,Gratuidad,86
2022-11-03,Noviembre,2022,Ecobús,Boleto,30218
2022-11-03,Noviembre,2022,Ecobús,Prepago,1955
2022-11-03,Noviembre,2022,Ecobús,Gratuidad,7346
2022-11-03,Noviembre,2022,Expdirecto,Boleto,3342
2022-11-03,Noviembre,2022,Expdirecto,Prepago,625
2022-11-03,Noviembre,2022,Expdirecto,Gratuidad,813
2022-11-03,Noviembre,2022,Expreso,Boleto,105576
2022-11-03,Noviembre,2022,Expreso,Prepago,4963
2022-11-03,Noviembre,2022,Expreso,Gratuidad,25677
2022-11-03,Noviembre,2022,Nochebús,Boleto,846
2022-11-03,Noviembre,2022,Nochebús,Prepago,0
2022-11-03,Noviembre,2022,Nochebús,Gratuidad,69
2022-11-03,Noviembre,2022,Ordinario,Boleto,72045
2022-11-03,Noviembre,2022,Ordinario,Prepago,642
2022-11-03,Noviembre,2022,Ordinario,Gratuidad,17476
2022-11-03,Noviembre,2022,S/Metro,Boleto,136084
2022-11-03,Noviembre,2022,S/Metro,Prepago,13288
2022-11-03,Noviembre,2022,S/Metro,Gratuidad,33041
2022-11-04,Noviembre,2022,Servicios Temporales,Boleto,3672
2022-11-04,Noviembre,2022,Servicios Temporales,Prepago,3
2022-11-04,Noviembre,2022,Servicios Temporales,Gratuidad,890
2022-11-04,Noviembre,2022,Atenea,Boleto,10703
2022-11-04,Noviembre,2022,Atenea,Prepago,0
2022-11-04,Noviembre,2022,Atenea,Gratuidad,2593
2022-11-04,Noviembre,2022,Ecoatenea,Boleto,142
2022-11-04,Noviembre,2022,Ecoatenea,Prepago,15
2022-11-04,Noviembre,2022,Ecoatenea,Gratuidad,34
2022-11-04,Noviembre,2022,Ecobús,Boleto,30439
2022-11-04,Noviembre,2022,Ecobús,Prepago,1717
2022-11-04,Noviembre,2022,Ecobús,Gratuidad,7383
2022-11-04,Noviembre,2022,Expdirecto,Boleto,3188
2022-11-04,Noviembre,2022,Expdirecto,Prepago,544
2022-11-04,Noviembre,2022,Expdirecto,Gratuidad,775
2022-11-04,Noviembre,2022,Expreso,Boleto,101939
2022-11-04,Noviembre,2022,Expreso,Prepago,4597
2022-11-04,Noviembre,2022,Expreso,Gratuidad,24808
2022-11-04,Noviembre,2022,Nochebús,Boleto,994
2022-11-04,Noviembre,2022,Nochebús,Prepago,3
2022-11-04,Noviembre,2022,Nochebús,Gratuidad,76
2022-11-04,Noviembre,2022,Ordinario,Boleto,70514
2022-11-04,Noviembre,2022,Ordinario,Prepago,729
2022-11-04,Noviembre,2022,Ordinario,Gratuidad,17113
2022-11-04,Noviembre,2022,S/Metro,Boleto,136993
2022-11-04,Noviembre,2022,S/Metro,Prepago,9215
2022-11-04,Noviembre,2022,S/Metro,Gratuidad,33264
2022-11-05,Noviembre,2022,Servicios Temporales,Boleto,2847
2022-11-05,Noviembre,2022,Servicios Temporales,Prepago,18
2022-11-05,Noviembre,2022,Servicios Temporales,Gratuidad,689
2022-11-05,Noviembre,2022,Atenea,Boleto,3186
2022-11-05,Noviembre,2022,Atenea,Prepago,0
2022-11-05,Noviembre,2022,Atenea,Gratuidad,772
2022-11-05,Noviembre,2022,Ecoatenea,Boleto,0
2022-11-05,Noviembre,2022,Ecoatenea,Prepago,0
2022-11-05,Noviembre,2022,Ecoatenea,Gratuidad,0
2022-11-05,Noviembre,2022,Ecobús,Boleto,20917
2022-11-05,Noviembre,2022,Ecobús,Prepago,981
2022-11-05,Noviembre,2022,Ecobús,Gratuidad,5078
2022-11-05,Noviembre,2022,Expdirecto,Boleto,930
2022-11-05,Noviembre,2022,Expdirecto,Prepago,70
2022-11-05,Noviembre,2022,Expdirecto,Gratuidad,227
2022-11-05,Noviembre,2022,Expreso,Boleto,58900
2022-11-05,Noviembre,2022,Expreso,Prepago,2705
2022-11-05,Noviembre,2022,Expreso,Gratuidad,14318
2022-11-05,Noviembre,2022,Nochebús,Boleto,1293
2022-11-05,Noviembre,2022,Nochebús,Prepago,0
2022-11-05,Noviembre,2022,Nochebús,Gratuidad,98
2022-11-05,Noviembre,2022,Ordinario,Boleto,37504
2022-11-05,Noviembre,2022,Ordinario,Prepago,292
2022-11-05,Noviembre,2022,Ordinario,Gratuidad,9095
2022-11-05,Noviembre,2022,S/Metro,Boleto,127201
2022-11-05,Noviembre,2022,S/Metro,Prepago,6399
2022-11-05,Noviembre,2022,S/Metro,Gratuidad,30862
2022-11-06,Noviembre,2022,Servicios Temporales,Boleto,1765
2022-11-06,Noviembre,2022,Servicios Temporales,Prepago,16
2022-11-06,Noviembre,2022,Servicios Temporales,Gratuidad,428
2022-11-06,Noviembre,2022,Atenea,Boleto,3700
2022-11-06,Noviembre,2022,Atenea,Prepago,0
2022-11-06,Noviembre,2022,Atenea,Gratuidad,896
2022-11-06,Noviembre,2022,Ecoatenea,Boleto,0
2022-11-06,Noviembre,2022,Ecoatenea,Prepago,0
2022-11-06,Noviembre,2022,Ecoatenea,Gratuidad,0
2022-11-06,Noviembre,2022,Ecobús,Boleto,13298
2022-11-06,Noviembre,2022,Ecobús,Prepago,552
2022-11-06,Noviembre,2022,Ecobús,Gratuidad,3234
2022-11-06,Noviembre,2022,Expdirecto,Boleto,0
2022-11-06,Noviembre,2022,Expdirecto,Prepago,0
2022-11-06,Noviembre,2022,Expdirecto,Gratuidad,0
2022-11-06,Noviembre,2022,Expreso,Boleto,47151
2022-11-06,Noviembre,2022,Expreso,Prepago,1657
2022-11-06,Noviembre,2022,Expreso,Gratuidad,11458
2022-11-06,Noviembre,2022,Nochebús,Boleto,1378
2022-11-06,Noviembre,2022,Nochebús,Prepago,4
2022-11-06,Noviembre,2022,Nochebús,Gratuidad,103
2022-11-06,Noviembre,2022,Ordinario,Boleto,27375
2022-11-06,Noviembre,2022,Ordinario,Prepago,215
2022-11-06,Noviembre,2022,Ordinario,Gratuidad,6639
2022-11-06,Noviembre,2022,S/Metro,Boleto,93083
2022-11-06,Noviembre,2022,S/Metro,Prepago,3946
2022-11-06,Noviembre,2022,S/Metro,Gratuidad,22583
2022-11-07,Noviembre,2022,Servicios Temporales,Boleto,3346
2022-11-07,Noviembre,2022,Servicios Temporales,Prepago,0
2022-11-07,Noviembre,2022,Servicios Temporales,Gratuidad,810
2022-11-07,Noviembre,2022,Atenea,Boleto,12463
2022-11-07,Noviembre,2022,Atenea,Prepago,0
2022-11-07,Noviembre,2022,Atenea,Gratuidad,3019
2022-11-07,Noviembre,2022,Ecoatenea,Boleto,573
2022-11-07,Noviembre,2022,Ecoatenea,Prepago,0
2022-11-07,Noviembre,2022,Ecoatenea,Gratuidad,139
2022-11-07,Noviembre,2022,Ecobús,Boleto,30692
2022-11-07,Noviembre,2022,Ecobús,Prepago,1579
2022-11-07,Noviembre,2022,Ecobús,Gratuidad,7456
2022-11-07,Noviembre,2022,Expdirecto,Boleto,3519
2022-11-07,Noviembre,2022,Expdirecto,Prepago,606
2022-11-07,Noviembre,2022,Expdirecto,Gratuidad,856
2022-11-07,Noviembre,2022,Expreso,Boleto,107116
2022-11-07,Noviembre,2022,Expreso,Prepago,3960
2022-11-07,Noviembre,2022,Expreso,Gratuidad,26036
2022-11-07,Noviembre,2022,Nochebús,Boleto,543
2022-11-07,Noviembre,2022,Nochebús,Prepago,0
2022-11-07,Noviembre,2022,Nochebús,Gratuidad,40
2022-11-07,Noviembre,2022,Ordinario,Boleto,72986
2022-11-07,Noviembre,2022,Ordinario,Prepago,647
2022-11-07,Noviembre,2022,Ordinario,Gratuidad,17706
2022-11-07,Noviembre,2022,S/Metro,Boleto,137380
2022-11-07,Noviembre,2022,S/Metro,Prepago,6072
2022-11-07,Noviembre,2022,S/Metro,Gratuidad,33344
2022-11-08,Noviembre,2022,Servicios Temporales,Boleto,3061
2022-11-08,Noviembre,2022,Servicios Temporales,Prepago,0
2022-11-08,Noviembre,2022,Servicios Temporales,Gratuidad,741
2022-11-08,Noviembre,2022,Atenea,Boleto,12016
2022-11-08,Noviembre,2022,Atenea,Prepago,0
2022-11-08,Noviembre,2022,Atenea,Gratuidad,2911
2022-11-08,Noviembre,2022,Ecoatenea,Boleto,327
2022-11-08,Noviembre,2022,Ecoatenea,Prepago,0
2022-11-08,Noviembre,2022,Ecoatenea,Gratuidad,79
2022-11-08,Noviembre,2022,Ecobús,Boleto,29356
2022-11-08,Noviembre,2022,Ecobús,Prepago,1498
2022-11-08,Noviembre,2022,Ecobús,Gratuidad,7131
2022-11-08,Noviembre,2022,Expdirecto,Boleto,3682
2022-11-08,Noviembre,2022,Expdirecto,Prepago,559
2022-11-08,Noviembre,2022,Expdirecto,Gratuidad,894
2022-11-08,Noviembre,2022,Expreso,Boleto,110439
2022-11-08,Noviembre,2022,Expreso,Prepago,4623
2022-11-08,Noviembre,2022,Expreso,Gratuidad,26844
2022-11-08,Noviembre,2022,Nochebús,Boleto,680
2022-11-08,Noviembre,2022,Nochebús,Prepago,1
2022-11-08,Noviembre,2022,Nochebús,Gratuidad,55
2022-11-08,Noviembre,2022,Ordinario,Boleto,79287
2022-11-08,Noviembre,2022,Ordinario,Prepago,690
2022-11-08,Noviembre,2022,Ordinario,Gratuidad,19231
2022-11-08,Noviembre,2022,S/Metro,Boleto,136324
2022-11-08,Noviembre,2022,S/Metro,Prepago,4507
2022-11-08,Noviembre,2022,S/Metro,Gratuidad,33066
2022-11-09,Noviembre,2022,Servicios Temporales,Boleto,5438
2022-11-09,Noviembre,2022,Servicios Temporales,Prepago,10
2022-11-09,Noviembre,2022,Servicios Temporales,Gratuidad,1317
2022-11-09,Noviembre,2022,Atenea,Boleto,9990
2022-11-09,Noviembre,2022,Atenea,Prepago,0
2022-11-09,Noviembre,2022,Atenea,Gratuidad,2420
2022-11-09,Noviembre,2022,Ecoatenea,Boleto,548
2022-11-09,Noviembre,2022,Ecoatenea,Prepago,0
2022-11-09,Noviembre,2022,Ecoatenea,Gratuidad,133
2022-11-09,Noviembre,2022,Ecobús,Boleto,28796
2022-11-09,Noviembre,2022,Ecobús,Prepago,1338
2022-11-09,Noviembre,2022,Ecobús,Gratuidad,6988
2022-11-09,Noviembre,2022,Expdirecto,Boleto,3565
2022-11-09,Noviembre,2022,Expdirecto,Prepago,582
2022-11-09,Noviembre,2022,Expdirecto,Gratuidad,866
2022-11-09,Noviembre,2022,Expreso,Boleto,112664
2022-11-09,Noviembre,2022,Expreso,Prepago,4045
2022-11-09,Noviembre,2022,Expreso,Gratuidad,27379
2022-11-09,Noviembre,2022,Nochebús,Boleto,694
2022-11-09,Noviembre,2022,Nochebús,Prepago,1
2022-11-09,Noviembre,2022,Nochebús,Gratuidad,54
2022-11-09,Noviembre,2022,Ordinario,Boleto,78454
2022-11-09,Noviembre,2022,Ordinario,Prepago,739
2022-11-09,Noviembre,2022,Ordinario,Gratuidad,19027
2022-11-09,Noviembre,2022,S/Metro,Boleto,137350
2022-11-09,Noviembre,2022,S/Metro,Prepago,4135
2022-11-09,Noviembre,2022,S/Metro,Gratuidad,33320
2022-11-10,Noviembre,2022,Servicios Temporales,Boleto,4516
2022-11-10,Noviembre,2022,Servicios Temporales,Prepago,5
2022-11-10,Noviembre,2022,Servicios Temporales,Gratuidad,1095
2022-11-10,Noviembre,2022,Atenea,Boleto,10532
2022-11-10,Noviembre,2022,Atenea,Prepago,0
2022-11-10,Noviembre,2022,Atenea,Gratuidad,2551
2022-11-10,Noviembre,2022,Ecoatenea,Boleto,439
2022-11-10,Noviembre,2022,Ecoatenea,Prepago,0
2022-11-10,Noviembre,2022,Ecoatenea,Gratuidad,106
2022-11-10,Noviembre,2022,Ecobús,Boleto,30281
2022-11-10,Noviembre,2022,Ecobús,Prepago,1067
2022-11-10,Noviembre,2022,Ecobús,Gratuidad,7342
2022-11-10,Noviembre,2022,Expdirecto,Boleto,3717
2022-11-10,Noviembre,2022,Expdirecto,Prepago,579
2022-11-10,Noviembre,2022,Expdirecto,Gratuidad,904
2022-11-10,Noviembre,2022,Expreso,Boleto,111011
2022-11-10,Noviembre,2022,Expreso,Prepago,3939
